,date_crawled,car_name,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,model,odometer_km,registration_month,fuel_type,brand,unrepaired_damage,ad_created,postal_code,last_seen
5171,3/24/2016 22:56,Audi_A4_2.0_Diesel,6500,control,Unknown,2006,automatik,140,a4,150000,3,Unknown,audi,Unknown,3/24/2016 0:00,49635,4/6/2016 3:44
5172,3/22/2016 11:52,Opel_Corsa_C_1_2_in_Top_Zustand,2700,control,kleinwagen,2003,manuell,75,corsa,125000,2,benzin,opel,nein,3/22/2016 0:00,34369,4/6/2016 0:46
5173,4/2/2016 17:00,Volkswagen_Golf_IV_1.6_Limousine_inkl._Winterraedern,3100,control,limousine,1997,manuell,101,golf,125000,12,benzin,volkswagen,nein,4/2/2016 0:00,1454,4/6/2016 17:15
5175,3/17/2016 20:52,Audi_A4_Avant_2.0_TDI_multitronic,5600,control,kombi,2005,automatik,140,a4,150000,3,diesel,audi,nein,3/17/2016 0:00,49084,4/7/2016 9:46
5176,3/16/2016 20:48,Citroën_C5,2495,control,kombi,2006,manuell,136,c5,150000,9,diesel,citroen,nein,3/16/2016 0:00,29699,4/7/2016 7:44
5177,3/8/2016 13:46,Opel_Corsa_1.0__Klima___Servo___Tuv_1/2017,650,control,kleinwagen,1998,manuell,58,corsa,150000,7,benzin,opel,Unknown,3/8/2016 0:00,45701,3/9/2016 12:15
5178,3/20/2016 10:46,Ford_Transit_Connect__Lang_,500,control,bus,2003,manuell,75,transit,150000,11,diesel,ford,nein,3/20/2016 0:00,50679,4/6/2016 7:16
5179,3/27/2016 0:50,Land_Rover_Def.110_1._Hand_Topzustand_Vollleder_Einbaunavi,43550,test,suv,2014,manuell,122,defender,20000,9,diesel,land_rover,nein,3/26/2016 0:00,93055,4/7/2016 3:16
5180,3/21/2016 9:25,Land_Rover_Defender_110_Td5,12899,control,suv,2001,manuell,122,defender,150000,7,diesel,land_rover,nein,3/21/2016 0:00,56203,3/28/2016 9:17
5181,3/16/2016 13:56,Audi_A6_Avant_2.5_TDI____S_Line_//__Leder__//__Navi,4350,control,kombi,2003,automatik,163,a6,150000,10,diesel,audi,nein,3/16/2016 0:00,59581,3/16/2016 14:42
5182,3/26/2016 13:39,MAZDA_MPV_guter_Zustand,1650,control,bus,2002,manuell,141,andere,150000,7,lpg,mazda,nein,3/26/2016 0:00,63697,4/4/2016 0:15
5183,3/6/2016 13:22,Matiz_0.8s,2900,test,kleinwagen,2009,manuell,52,matiz,50000,9,benzin,chevrolet,nein,3/6/2016 0:00,65719,3/10/2016 19:30
5184,3/5/2016 15:53,Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_Track_&_Field,16990,control,suv,2010,manuell,170,tiguan,30000,8,diesel,volkswagen,nein,3/5/2016 0:00,42929,3/14/2016 15:16
5185,3/25/2016 16:41,Passat_Variant_Sportline_BlueMotion_2.0_Shadow_Blue_Metallic,8500,control,kombi,2009,manuell,110,passat,125000,1,diesel,volkswagen,Unknown,3/25/2016 0:00,38477,4/6/2016 20:48
5186,3/31/2016 5:36,Nicht_fuer_schwache_Nerven,7999,test,limousine,2005,automatik,177,a6,125000,8,benzin,audi,Unknown,3/31/2016 0:00,87700,3/31/2016 6:56
5187,3/13/2016 15:42,Toyota_Yaris_1.0_VVT_i,3600,test,kleinwagen,2007,manuell,69,yaris,125000,1,benzin,toyota,nein,3/13/2016 0:00,40599,4/6/2016 17:15
5188,3/29/2016 11:45,Mercedes_Benz_C_180_Kompressor_Automatik_Elegance,9800,test,limousine,2005,automatik,143,c_klasse,70000,6,benzin,mercedes_benz,nein,3/29/2016 0:00,76571,4/5/2016 20:44
5189,3/20/2016 20:54,BMW_318i_Limosine_TÜV/_klima/_AHk,1799,test,limousine,1998,manuell,118,Unknown,150000,3,benzin,bmw,Unknown,3/20/2016 0:00,31515,4/3/2016 4:49
5190,3/14/2016 17:50,BMW_530D_Touring_Tausch_Angebote_Nehme_ich_auch_an,5999,test,kombi,2005,automatik,218,5er,150000,12,Unknown,bmw,Unknown,3/14/2016 0:00,31167,3/29/2016 15:18
5191,3/24/2016 18:49,Volkswagen_Golf_Variant_2.0_TDI_BlueMotion_Technology_D...,18700,test,kombi,2014,automatik,150,golf,40000,4,diesel,volkswagen,nein,3/24/2016 0:00,79395,4/7/2016 13:15
5192,3/28/2016 21:53,Peugeot_207_CC_120_VTi_Urban_Move,10500,control,cabrio,2011,manuell,120,2_reihe,70000,5,benzin,peugeot,nein,3/28/2016 0:00,90552,4/7/2016 5:16
5193,3/30/2016 18:38,Mercedes_Benz_C_270_T_CDI_Avantgarde,1500,test,kombi,2001,manuell,170,c_klasse,150000,11,diesel,mercedes_benz,nein,3/30/2016 0:00,79112,3/30/2016 18:38
5194,3/13/2016 12:50,VW_Passat_Variant_TDI_Comfortline__Xenon__AHK__Navi__Standheiz_,24999,test,kombi,2015,manuell,105,passat,5000,1,diesel,volkswagen,nein,3/13/2016 0:00,48431,4/6/2016 15:44
5195,3/31/2016 17:56,VW_Polo_6n_zu_verkaufen,750,control,Unknown,2016,Unknown,60,polo,150000,1,Unknown,volkswagen,Unknown,3/31/2016 0:00,58509,3/31/2016 17:56
5197,3/9/2016 1:37,BMW_zu_verkaufen_BMW_320i_e46,1699,control,limousine,1998,manuell,150,3er,150000,6,benzin,bmw,nein,3/9/2016 0:00,45276,4/3/2016 6:17
5198,4/2/2016 16:57,Volkswagen_Passat_Variant_2.0_TDI_DPF_DSG_Comfortline,4750,control,kombi,2005,automatik,140,passat,150000,12,diesel,volkswagen,nein,4/2/2016 0:00,13057,4/6/2016 16:16
5199,3/16/2016 16:51,Mazda_323_F_1.6,3500,control,limousine,2002,manuell,98,3_reihe,60000,10,benzin,mazda,nein,3/16/2016 0:00,10961,3/28/2016 16:44
5201,3/18/2016 12:06,MINI_Cooper_Cabrio,14000,control,cabrio,2010,automatik,120,cooper,40000,5,benzin,mini,nein,3/18/2016 0:00,57290,3/19/2016 18:29
5203,3/15/2016 10:40,VW_T4_SYNCRO_DOKA_BENZINER_TÜV_6/17,4790,control,bus,2000,manuell,116,transporter,150000,6,benzin,volkswagen,nein,3/15/2016 0:00,91352,3/17/2016 4:15
5205,3/6/2016 13:47,BMW_320d_DPF,8800,test,limousine,2005,manuell,163,3er,125000,5,diesel,bmw,nein,3/6/2016 0:00,93128,4/6/2016 5:46
5206,3/23/2016 7:32,Mercedes_Benz_C_180_Classic,800,control,limousine,1998,manuell,122,c_klasse,150000,7,benzin,mercedes_benz,ja,3/23/2016 0:00,56566,4/5/2016 20:19
5208,3/10/2016 12:38,Volkswagen_Golf_1.4_TSI_Highline,12000,test,limousine,2011,manuell,160,golf,90000,7,benzin,volkswagen,nein,3/10/2016 0:00,68159,4/7/2016 4:46
5209,4/4/2016 10:57,VW_Caddy_SDI,1800,control,andere,2002,manuell,64,caddy,150000,2,diesel,volkswagen,nein,4/4/2016 0:00,14974,4/6/2016 12:45
5210,3/16/2016 13:38,Passat_35i_VR6_LPG_Gasanlage_TÜV_06/17,1490,control,kombi,1994,manuell,174,Unknown,150000,3,Unknown,volkswagen,ja,3/16/2016 0:00,6130,3/20/2016 11:46
5211,4/3/2016 19:55,Ford_Fiesta_1.3_Ambiente,2000,test,kleinwagen,2006,manuell,60,fiesta,150000,3,benzin,ford,ja,4/3/2016 0:00,16356,4/5/2016 20:45
5212,3/16/2016 12:06,Ford_Focus,1350,test,kombi,2004,manuell,100,focus,150000,4,diesel,ford,nein,3/16/2016 0:00,56070,3/17/2016 23:30
5213,3/25/2016 19:52,Citroën_C1_1.0_Style,4600,test,kleinwagen,2010,manuell,68,c1,125000,8,benzin,citroen,nein,3/25/2016 0:00,72820,4/7/2016 2:45
5214,3/5/2016 14:13,Fiat_Punto_1.2___tuev__Maerz_2017,700,test,kleinwagen,2002,manuell,60,punto,150000,2,benzin,fiat,nein,3/3/2016 0:00,35789,3/5/2016 17:30
5215,3/10/2016 9:36,Mercedes_Benz_A_180_CDI_Autotronic_Avantgarde_Standhzg._Leder,3990,test,limousine,2007,automatik,109,a_klasse,150000,4,diesel,mercedes_benz,ja,3/10/2016 0:00,22145,3/11/2016 10:18
5217,3/21/2016 9:57,Skoda_Superb_Combi_2.0_TDI_4x4_DSG*Outdoor_Paket*Navi!,24999,control,kombi,2013,automatik,140,superb,90000,3,diesel,skoda,nein,3/21/2016 0:00,69126,4/6/2016 3:16
5218,3/29/2016 11:51,BMW_523i_touring_KLIMAAUTOMATIK,1000,test,kombi,2000,manuell,170,5er,150000,8,benzin,bmw,nein,3/29/2016 0:00,80638,3/29/2016 11:51
5219,3/8/2016 8:55,Mercedes_Benz_A_200_Automatik/Urban/Command/Kamera/Parkass.,24499,test,limousine,2014,automatik,156,a_klasse,20000,1,benzin,mercedes_benz,nein,3/8/2016 0:00,23568,3/17/2016 8:16
5220,3/26/2016 17:41,Opel_Corsa_1.6_Turbo_Color_Edition,8800,control,kleinwagen,2011,manuell,150,corsa,60000,10,benzin,opel,nein,3/26/2016 0:00,13503,4/4/2016 5:17
5221,3/26/2016 15:56,Audi__A5_Cabrio_2.0_TFSI_S_Line___TÜV_NEU,26000,test,cabrio,2011,manuell,211,a5,60000,4,benzin,audi,nein,3/26/2016 0:00,80802,4/6/2016 4:15
5222,3/29/2016 12:36,Mercedes_Benz_ML_280_CDI_4Matic_7G_TRONIC,15500,test,suv,2006,automatik,190,m_klasse,150000,8,diesel,mercedes_benz,nein,3/29/2016 0:00,38239,4/5/2016 22:46
5223,3/20/2016 17:54,BMW_316ti_Compact,2300,test,Unknown,2005,manuell,115,3er,150000,8,benzin,bmw,ja,3/20/2016 0:00,40764,4/7/2016 0:46
5225,3/20/2016 21:51,Opel_Astra_1.4_J_ecoFLEX_EURO_5_Neues_Modell,5500,test,limousine,2010,manuell,87,astra,90000,9,benzin,opel,nein,3/20/2016 0:00,58300,3/22/2016 2:17
5226,4/4/2016 18:39,Renault_Kangoo_1.6_16V_Privilege,1800,test,bus,2003,manuell,95,kangoo,150000,11,benzin,renault,ja,4/4/2016 0:00,96151,4/6/2016 20:44
5227,3/11/2016 20:54,Opel_Corsa_D_1.2_16V,5700,control,kleinwagen,2007,manuell,80,corsa,50000,4,benzin,opel,nein,3/11/2016 0:00,31855,3/29/2016 18:45
5228,3/14/2016 16:58,Volkswagen_Polo_75,850,test,kleinwagen,1996,manuell,75,polo,150000,8,benzin,volkswagen,nein,3/14/2016 0:00,90763,3/15/2016 11:46
5229,3/10/2016 19:48,Opel_Astra_OPC,9200,control,limousine,2006,manuell,241,astra,150000,5,benzin,opel,nein,3/10/2016 0:00,91227,4/2/2016 6:15
5230,3/20/2016 16:55,*Honda_Civic_Aerodeck*!!!,1500,test,kombi,2001,manuell,75,civic,150000,3,benzin,honda,nein,3/20/2016 0:00,32457,4/6/2016 23:46
5231,3/28/2016 14:55,BMW_318i_Coupé__top_gepflegt_,16990,test,coupe,2010,manuell,143,3er,70000,6,benzin,bmw,nein,3/28/2016 0:00,55471,4/6/2016 20:46
5233,3/20/2016 13:50,Peugeot_206_HDi_eco_70_Presence,2350,test,kleinwagen,2001,manuell,68,2_reihe,150000,11,diesel,peugeot,nein,3/20/2016 0:00,94315,4/6/2016 15:45
5234,3/5/2016 14:29,BMW_730d_M_Paket_VOLL_VOLL_VOLL_Ausstatung,5900,test,limousine,2001,automatik,193,7er,150000,1,diesel,bmw,nein,3/5/2016 0:00,56410,4/6/2016 9:44
5235,3/28/2016 20:46,BMW_M_Packet_Sonderlackierung__Navi,12999,control,coupe,2008,manuell,170,3er,150000,1,benzin,bmw,nein,3/28/2016 0:00,22305,4/7/2016 3:16
5238,4/4/2016 21:58,BMW_320_Ci,2800,test,coupe,2002,manuell,170,3er,150000,10,benzin,bmw,ja,4/4/2016 0:00,53639,4/4/2016 21:58
5239,4/5/2016 8:30,VOLVO_V40_T_SPEZIAL_EDITION,3200,test,kombi,2001,manuell,165,v40,150000,12,benzin,volvo,nein,4/5/2016 0:00,65205,4/5/2016 12:28
5240,3/24/2016 19:54,Fiat_Bravo_1_6_103_PS,650,control,kleinwagen,1999,manuell,103,bravo,150000,5,benzin,fiat,ja,3/24/2016 0:00,86732,4/5/2016 13:18
5241,3/21/2016 16:57,Mercedes_Benz_Viano_Trend_2_2_Automatik__AHK__7_Sitze_Langstrecke,7590,control,bus,2006,automatik,150,viano,150000,6,diesel,mercedes_benz,nein,3/21/2016 0:00,55618,3/30/2016 15:56
5243,3/20/2016 20:25,BMW_X5_3.0_d,7000,test,limousine,2003,manuell,184,x_reihe,150000,4,diesel,bmw,ja,3/20/2016 0:00,65187,3/23/2016 22:15
5244,3/15/2016 9:54,Volkswagen_Passat_Variant_2.0_TDI,6000,control,kombi,2006,manuell,140,passat,150000,9,diesel,volkswagen,nein,3/15/2016 0:00,47053,4/5/2016 19:45
5247,3/9/2016 21:40,VW_Golf_Ocean,3950,test,kombi,2003,manuell,105,golf,150000,8,benzin,volkswagen,nein,3/9/2016 0:00,97922,3/31/2016 3:47
5248,3/21/2016 15:46,Volkswagen_Multivan,16200,control,bus,2004,automatik,174,transporter,150000,9,diesel,volkswagen,nein,3/21/2016 0:00,50674,4/6/2016 13:46
5250,3/30/2016 14:58,Audi_A6_Avant_2.7_TDI_DPF_quattro_S_Line_Business,19999,control,kombi,2011,automatik,190,a6,125000,4,diesel,audi,nein,3/30/2016 0:00,97318,4/7/2016 5:44
5251,3/12/2016 9:47,Volkswagen_T4_Syncro__8_Sitzer__Anhaengerkupplung__guter_Zustand!,3450,control,bus,1995,manuell,110,transporter,150000,7,benzin,volkswagen,nein,3/12/2016 0:00,94051,3/17/2016 6:18
5253,3/25/2016 11:56,Volkswagen_Jetta_1.9_TDI_DPF_Comfortline,6900,test,limousine,2007,manuell,105,jetta,125000,3,diesel,volkswagen,nein,3/25/2016 0:00,49733,3/25/2016 12:41
5254,3/17/2016 23:59,Ford_Focus_Kombi__1_8_Diesel,1280,control,kombi,2003,manuell,90,focus,150000,5,diesel,ford,Unknown,3/17/2016 0:00,58675,3/22/2016 10:18
5255,4/3/2016 17:38,Volkswagen_Golf_2.0_GTI,8499,test,limousine,2005,manuell,200,golf,125000,6,benzin,volkswagen,nein,4/3/2016 0:00,89359,4/5/2016 17:26
5256,3/29/2016 21:44,Golf_1_Cabrio_mit_GTI_Motor_vom_Werk_sehr_selten...,7800,test,cabrio,1988,manuell,112,golf,125000,8,benzin,volkswagen,Unknown,3/29/2016 0:00,28777,4/6/2016 7:46
5258,3/23/2016 11:56,Volkswagen_T2,19900,test,kombi,1979,manuell,69,transporter,70000,1,benzin,volkswagen,nein,3/23/2016 0:00,38173,4/5/2016 11:18
5259,3/11/2016 13:55,"Schwarz__schnell__sparsam_""Seicento""",777,test,kleinwagen,1999,manuell,54,seicento,150000,7,benzin,fiat,nein,3/11/2016 0:00,63452,3/12/2016 3:17
5260,3/28/2016 9:56,Solider__ehrlicher_PASSAT_1.8_l__5V_TÜV_NEU_Klima__AHK__gepflegt_,1599,control,limousine,1997,manuell,125,passat,150000,4,benzin,volkswagen,Unknown,3/28/2016 0:00,31137,3/28/2016 9:56
5265,4/5/2016 9:55,MINI_Mini_One_Cabrio,6499,control,cabrio,2005,manuell,90,one,125000,5,benzin,mini,nein,4/5/2016 0:00,83022,4/7/2016 13:16
5268,3/29/2016 13:06,Volkswagen_Scirocco_GT_II,4000,control,coupe,1989,manuell,72,scirocco,60000,11,benzin,volkswagen,ja,3/29/2016 0:00,35510,4/5/2016 11:18
5270,3/23/2016 20:38,Super_Fiat_Punto_fuer_Anfaenger!!!!!,1700,test,kleinwagen,2005,manuell,60,punto,90000,3,benzin,fiat,ja,3/23/2016 0:00,81369,3/26/2016 13:47
5271,3/7/2016 18:49,Renault_Twingo_1.2_Liberty_mit_Klima_TÜV_NEU_03/2018,1150,control,kleinwagen,2000,manuell,58,twingo,150000,6,benzin,renault,nein,3/7/2016 0:00,47249,3/8/2016 5:44
5272,3/15/2016 19:40,Ford_Focus_Kombi_unfallfrei_und_rostfrei_zum_Schnaeppchenpreis,1690,control,kombi,2003,manuell,90,focus,150000,11,diesel,ford,nein,3/15/2016 0:00,24398,3/16/2016 17:19
5273,3/11/2016 14:48,Seat_Ibiza_1.2_TSI_Ecomotive_Sport,5600,control,kleinwagen,2010,manuell,105,ibiza,150000,11,benzin,seat,nein,3/11/2016 0:00,53947,4/7/2016 12:47
5274,3/15/2016 17:45,Mercedes_Benz_CLS_350_7G_TRONIC_Distronic__Nappa__Schiebedach,11799,control,coupe,2005,automatik,272,andere,150000,6,benzin,mercedes_benz,nein,3/15/2016 0:00,23843,3/19/2016 12:17
5275,4/3/2016 15:58,Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_Sport_&_Style,13500,test,suv,2007,manuell,140,tiguan,80000,12,diesel,volkswagen,nein,4/3/2016 0:00,46240,4/5/2016 15:46
5276,3/30/2016 23:52,Mercedes_Benz_E_200_Elegance,1700,control,limousine,1998,automatik,136,e_klasse,150000,8,benzin,mercedes_benz,nein,3/30/2016 0:00,63477,4/5/2016 23:17
5277,4/1/2016 22:49,Volkswagen_Polo,1200,test,kleinwagen,1998,manuell,60,polo,150000,11,benzin,volkswagen,nein,4/1/2016 0:00,79336,4/1/2016 23:41
5278,3/22/2016 19:52,Volkswagen_Golf_2.0_GTI,17400,test,limousine,2012,manuell,211,golf,50000,3,benzin,volkswagen,nein,3/22/2016 0:00,86420,3/30/2016 1:17
5279,3/6/2016 13:46,Smart_ForTwo_Passion_0.6_54PS,1500,test,kleinwagen,2000,automatik,54,fortwo,100000,6,benzin,smart,nein,3/6/2016 0:00,41366,3/12/2016 12:15
5281,3/13/2016 21:43,Nissan_Primera_Traveller_2.0_EURO_4,1550,test,limousine,2003,manuell,140,primera,150000,11,benzin,nissan,nein,3/13/2016 0:00,37077,3/20/2016 15:18
5282,3/5/2016 18:51,VERKAUFE_oder_TAUSCHE_Audi_A4_S4_TDI_2.5_S_Line_V6,3800,test,kombi,2002,manuell,180,a4,5000,12,diesel,audi,nein,3/5/2016 0:00,78052,3/16/2016 2:16
5284,4/4/2016 12:43,BMW_520i,3330,control,limousine,2003,automatik,170,5er,125000,5,benzin,bmw,ja,4/4/2016 0:00,84130,4/6/2016 13:44
5286,3/26/2016 21:48,volvo_440_mit_Rest_TÜV,500,control,limousine,1995,automatik,101,andere,150000,3,benzin,volvo,ja,3/26/2016 0:00,24799,4/6/2016 13:16
5287,3/21/2016 1:36,Fiat_Panda_1.2_Active_***VB***,6699,test,kleinwagen,2012,manuell,69,panda,10000,12,benzin,fiat,nein,3/21/2016 0:00,8529,4/5/2016 23:45
5288,4/2/2016 2:43,Seat_Seat_Arosa_TÜV_NEU!!!_1.Hand,2999,control,kleinwagen,2001,manuell,50,arosa,125000,1,benzin,seat,nein,4/1/2016 0:00,21075,4/6/2016 4:16
5293,3/13/2016 13:39,Ford_fiesta,2500,test,kleinwagen,2003,manuell,65,fiesta,150000,3,diesel,ford,Unknown,3/13/2016 0:00,50859,4/4/2016 14:44
5294,4/2/2016 11:45,Mercedes_C_350_CDI_AMG__AVANTGARDE__267_PS__V6__Drehmoment_620_Ne,38500,test,limousine,2012,automatik,267,c_klasse,50000,7,diesel,mercedes_benz,Unknown,4/2/2016 0:00,49453,4/6/2016 9:17
5295,3/28/2016 11:45,Kia_Rio_1.3_RS,500,control,kleinwagen,2003,manuell,82,rio,150000,6,benzin,kia,ja,3/28/2016 0:00,4328,3/30/2016 1:46
5296,4/4/2016 16:38,Ford_Focus_Diesel_sparsam,650,test,kombi,2002,manuell,75,focus,150000,6,diesel,ford,Unknown,4/4/2016 0:00,21031,4/6/2016 18:16
5297,4/1/2016 8:56,BMW_528i__6CyL_Beige_Leder_TÜV_Neu_,21990,test,limousine,2011,manuell,258,5er,60000,3,benzin,bmw,nein,4/1/2016 0:00,96317,4/7/2016 5:44
5298,3/21/2016 19:58,Peugeot_207_175_RC_Cup,5100,test,kleinwagen,2007,manuell,174,2_reihe,150000,6,benzin,peugeot,nein,3/21/2016 0:00,83620,4/6/2016 22:47
5301,3/20/2016 16:44,BMW_520i_touring,3400,test,kombi,2000,automatik,150,5er,125000,1,benzin,bmw,nein,3/20/2016 0:00,4552,4/6/2016 21:47
5303,4/4/2016 18:50,Smart_Bj_2003_TÜV2017,1700,test,coupe,2003,automatik,61,fortwo,125000,7,benzin,smart,nein,4/4/2016 0:00,13583,4/6/2016 21:15
5304,3/9/2016 13:39,Mercedes_Benz_E_320_CDI_Avantgarde_Aut._Tuev_Neu,5600,control,limousine,2005,automatik,205,e_klasse,150000,3,diesel,mercedes_benz,nein,3/9/2016 0:00,27777,3/26/2016 14:15
5305,3/15/2016 20:40,BMW_320d_DPF_Touring_Aut._Edition_Exclusive,12950,test,kombi,2011,automatik,184,3er,150000,3,diesel,bmw,ja,3/15/2016 0:00,26160,3/16/2016 18:21
5306,3/25/2016 14:36,Volkswagen_VW_Polo_1.2___4/5_Tuerer__99400km__SEHR_sauber!!!,2600,control,kleinwagen,2003,manuell,64,polo,100000,5,benzin,volkswagen,nein,3/25/2016 0:00,45134,3/25/2016 14:36
5307,4/2/2016 17:59,Renault_Megane_1.6,950,control,limousine,1996,manuell,75,megane,150000,10,benzin,renault,nein,4/2/2016 0:00,85296,4/6/2016 18:17
5308,3/11/2016 17:54,Verkaufe_BMW_318i,8199,control,limousine,2006,manuell,129,3er,90000,9,benzin,bmw,Unknown,3/11/2016 0:00,32425,4/5/2016 18:45
5309,3/31/2016 23:53,Volkswagen_Sharan_1.9_TDI,3600,control,bus,2003,manuell,131,sharan,150000,1,diesel,volkswagen,nein,3/31/2016 0:00,37120,4/1/2016 7:45
5310,4/5/2016 12:54,Porsche_Cayenne_GTS_Tiptronic_S_Approved_Porsche,55900,test,suv,2012,automatik,420,cayenne,150000,9,benzin,porsche,nein,4/5/2016 0:00,28195,4/5/2016 12:54
5311,3/25/2016 8:56,Renault_Megane_Scenic_2.0_Century_RT__HU_01/2018,1249,control,bus,1998,manuell,114,scenic,150000,1,benzin,renault,nein,3/25/2016 0:00,52355,3/25/2016 8:56
5312,4/1/2016 17:55,VW_T4_Hoch_Lang,1950,test,bus,1996,manuell,77,transporter,125000,6,diesel,volkswagen,nein,4/1/2016 0:00,50933,4/5/2016 13:44
5313,3/22/2016 18:54,BMW_520d_Touring,7400,control,kombi,2007,manuell,150,5er,150000,1,diesel,bmw,nein,3/22/2016 0:00,66557,3/22/2016 18:54
5314,3/29/2016 14:52,Audi_A3_1.8_TFSI_Sportback_S_Line_Sportpaket_Plus,12990,test,kombi,2009,manuell,160,a3,150000,1,benzin,audi,nein,3/29/2016 0:00,24109,4/6/2016 0:44
5315,3/15/2016 23:54,Mercedes_Benz_C_200_Kompressor_Automatik_68t_Km_garantiert,11990,control,limousine,2007,automatik,184,c_klasse,70000,7,benzin,mercedes_benz,nein,3/15/2016 0:00,51381,3/29/2016 15:17
5316,3/25/2016 14:56,Volkswagen_Touran_2.0_TDI_Trendline_viel_erneuert!,4400,control,bus,2004,manuell,136,touran,150000,9,diesel,volkswagen,nein,3/25/2016 0:00,38440,4/6/2016 18:18
5317,4/3/2016 15:53,Nissan_Primera_Traveller_1.8,1200,test,kombi,2002,manuell,114,primera,150000,3,benzin,nissan,ja,4/3/2016 0:00,66482,4/5/2016 15:16
5319,4/2/2016 21:50,Mercedes_A_140_Classic.TÜV/Elektr._Fenster,1290,test,limousine,1999,manuell,98,a_klasse,150000,8,benzin,mercedes_benz,nein,4/2/2016 0:00,51645,4/6/2016 22:45
5320,3/23/2016 11:55,MB_C_220CDI_W/S203:_Elegance_Sportpaket__AMG_Raeder_mit__ESSD,5299,test,limousine,2004,automatik,143,c_klasse,150000,1,diesel,mercedes_benz,nein,3/23/2016 0:00,71116,3/29/2016 5:45
5321,3/31/2016 16:58,Mercedes_Benz_E_280_T_CDI_Avantgarde_sport_packet,10900,control,kombi,2007,automatik,190,e_klasse,150000,12,diesel,mercedes_benz,nein,3/31/2016 0:00,65185,4/1/2016 9:43
5322,4/2/2016 19:44,MINI_Mini_One,3700,control,kleinwagen,2002,manuell,90,one,150000,8,benzin,mini,nein,4/2/2016 0:00,84478,4/6/2016 19:45
5323,3/20/2016 17:36,VW_Jetta_1_9_tdi,4700,test,limousine,2006,manuell,105,golf,150000,12,diesel,volkswagen,Unknown,3/20/2016 0:00,27211,3/21/2016 20:44
5324,3/27/2016 5:36,Ford_Mondeo_1.8_Tuev_neu_Ahk_125000km,1199,test,limousine,1999,manuell,116,mondeo,125000,6,benzin,ford,nein,3/27/2016 0:00,93128,4/2/2016 10:43
5325,3/30/2016 22:51,BMW_318d_DPF_M_PAKET,13200,control,limousine,2010,manuell,143,3er,150000,11,diesel,bmw,nein,3/30/2016 0:00,60388,4/3/2016 15:46
5326,3/17/2016 10:43,Mitzubishi_colt_orginal_106.000_km,1480,test,kleinwagen,1999,manuell,70,Unknown,125000,5,benzin,mitsubishi,ja,3/17/2016 0:00,86165,3/17/2016 10:43
5327,3/23/2016 17:49,BMW_325_Ci,8500,control,coupe,2004,manuell,192,3er,125000,6,benzin,bmw,nein,3/23/2016 0:00,75365,4/5/2016 22:15
5328,3/15/2016 20:54,Reanult_Clio_1.2_rot_gebraucht,1500,test,kleinwagen,1998,manuell,65,clio,60000,4,benzin,renault,nein,3/15/2016 0:00,82110,4/7/2016 3:45
5329,3/29/2016 11:45,Passat_Kombi_DSG_Comfortline_170_PS.2.0_TDI__Dieselpartikelfilter,8600,test,kombi,2008,automatik,170,passat,150000,2,diesel,volkswagen,nein,3/29/2016 0:00,53894,3/31/2016 3:46
5330,3/15/2016 12:38,Mercedes_Benz_C_180__BlueEFFICIENCY__7G_TRONIC_Avantgarde,14600,control,limousine,2012,automatik,156,c_klasse,40000,4,benzin,mercedes_benz,nein,3/15/2016 0:00,45356,3/23/2016 19:18
5331,3/24/2016 9:54,Mercedes_Benz_SLK_200_Kompressor_LederAutomTiptrKlimaFaceLift,5890,control,cabrio,2002,automatik,163,slk,125000,1,benzin,mercedes_benz,nein,3/24/2016 0:00,46535,3/30/2016 10:17
5332,3/15/2016 22:55,Volkswagen_Golf_1.4,2700,control,limousine,2004,manuell,75,golf,150000,3,benzin,volkswagen,nein,3/15/2016 0:00,39279,4/5/2016 18:44
5333,3/24/2016 10:56,smart_forTwo_mhd_Coupé_Bj._10/2010___TÜV_bis_10/2017,6290,test,coupe,2010,automatik,71,fortwo,50000,10,benzin,smart,nein,3/24/2016 0:00,13125,4/7/2016 1:16
5334,3/29/2016 19:52,BMW_520_D_/_Xenon_/_Panorama_Dach_/_Navi,7400,control,Unknown,2016,manuell,163,Unknown,150000,3,Unknown,bmw,nein,3/29/2016 0:00,63526,4/4/2016 5:16
5335,3/21/2016 23:42,Volkswagen_Vento_1.8_CLX,1100,test,limousine,1996,manuell,90,andere,90000,7,benzin,volkswagen,nein,3/21/2016 0:00,91080,3/23/2016 6:45
5336,3/29/2016 12:54,BMW_318i_Sport_Edition,4900,test,cabrio,1998,manuell,116,3er,80000,3,benzin,bmw,nein,3/29/2016 0:00,97957,4/5/2016 22:17
5337,3/19/2016 4:43,Smart_smart_roadster_softtouch,7200,test,cabrio,2004,automatik,82,roadster,90000,5,benzin,smart,nein,3/18/2016 0:00,97337,4/6/2016 2:15
5338,4/4/2016 18:49,BMW_330d_xDrive_DPF_Touring_Aut.,15700,test,kombi,2008,automatik,245,3er,150000,11,diesel,bmw,nein,4/4/2016 0:00,48431,4/6/2016 21:15
5339,3/18/2016 18:43,Volkswagen_Golf_2.0_TDI_DPF_GTD,10900,control,limousine,2010,manuell,170,golf,150000,3,diesel,volkswagen,nein,3/18/2016 0:00,86179,3/25/2016 2:16
